,Sensor,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm,dailyTotal,avgDaily,data_date
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,20/08/2020
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,20/08/2020
0,Bourke Street Mall (North),5,3,1,4,4,7,34,60,71,80,112,180,212,208,187,214,182,169,105,73,12,18,13,8,1962,81.75,21/08/2020
1,Bourke Street Mall (South),2,2,1,23,4,4,9,43,71,90,137,141,208,204,188,157,170,154,57,46,12,16,9,7,1755,73.125,21/08/2020
2,Melbourne Central,9,9,6,4,7,23,40,52,70,95,135,208,297,267,269,275,288,208,243,123,83,85,54,24,2874,119.75,21/08/2020
3,Town Hall (West),10,5,4,3,7,30,62,109,129,195,241,219,303,329,333,320,295,231,188,87,40,32,16,13,3201,133.375,21/08/2020
4,Princes Bridge,9,7,6,28,32,47,99,97,160,132,181,229,275,243,224,237,271,215,190,106,32,44,53,32,2949,122.875,21/08/2020
5,Flinders Street Station Underpass,9,23,,,10,54,127,137,131,162,167,210,298,395,329,373,282,326,283,242,126,175,43,15,3917,178.0454545,21/08/2020
6,Birrarung Marr,,7,3,4,,12,58,104,126,133,137,119,124,162,112,122,137,143,65,32,3,10,2,14,1629,74.04545455,21/08/2020
7,Webb Bridge,3,,1,,,18,24,109,93,143,150,169,180,184,160,158,155,171,80,56,9,4,3,6,1876,89.33333333,21/08/2020
8,Southern Cross Station,3,1,,2,3,14,40,50,59,27,37,34,69,62,61,49,59,55,29,12,9,12,22,6,715,31.08695652,21/08/2020
9,Victoria Point,3,1,,,,7,12,23,37,26,44,41,60,42,35,50,35,29,19,15,4,2,6,2,493,23.47619048,21/08/2020
10,Waterfront City,,,,2,,,11,41,45,36,54,44,66,63,48,44,53,67,24,34,1,,2,,635,37.35294118,21/08/2020
11,New Quay,2,3,,,1,6,36,91,123,127,168,141,220,176,191,151,198,222,116,126,25,16,10,5,2154,97.90909091,21/08/2020
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
13,Sandridge Bridge,5,2,,4,6,29,63,87,97,105,83,88,115,103,104,117,131,106,71,49,19,13,11,3,1411,61.34782609,21/08/2020
14,State Library,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
15,Collins St (North),9,,,4,2,10,21,90,170,159,181,148,177,140,158,175,106,88,54,43,9,11,5,5,1765,80.22727273,21/08/2020
16,Collins Place (South),1,,,1,4,14,66,80,151,143,169,192,171,191,125,121,102,114,62,20,16,10,11,4,1768,80.36363636,21/08/2020
17,Collins Place (North),,,,,1,4,11,27,26,31,35,27,48,34,32,40,38,27,15,12,3,2,8,4,425,21.25,21/08/2020
18,Chinatown-Swanston St (North),22,10,7,8,3,4,8,10,29,38,54,111,115,135,142,158,193,134,158,115,64,29,21,11,1579,65.79166667,21/08/2020
19,Chinatown-Lt Bourke St (South),4,1,,1,,3,15,20,26,29,52,68,61,73,64,82,59,58,39,45,17,12,4,7,740,33.63636364,21/08/2020
20,Bourke St-Russell St (West),10,5,1,2,7,12,30,27,40,66,87,152,175,151,177,165,230,190,93,77,21,17,19,14,1768,73.66666667,21/08/2020
21,Flinders St-Elizabeth St (East),43,15,13,8,20,66,133,280,378,377,453,618,736,721,755,847,799,780,708,512,144,117,118,43,8684,361.8333333,21/08/2020
22,Spencer St-Collins St (South),13,2,4,8,,15,36,41,68,46,50,56,81,97,68,74,69,67,47,54,23,22,6,14,961,41.7826087,21/08/2020
23,Spencer St-Collins St (North),17,6,19,8,10,82,158,200,219,209,177,210,246,259,225,313,310,336,232,186,75,77,72,27,3673,153.0416667,21/08/2020
24,Melbourne Convention Exhibition Centre,7,10,1,2,20,40,130,232,245,234,263,281,296,288,271,273,326,354,185,90,31,23,25,14,3641,151.7083333,21/08/2020
25,QV Market-Elizabeth St (West),24,15,17,15,22,51,61,119,159,237,322,377,482,440,377,272,171,144,173,141,61,48,42,18,3788,157.8333333,21/08/2020
26,QV Market-Peel St,3,,1,2,1,6,18,36,59,78,86,109,116,125,74,89,65,58,59,41,14,10,3,7,1060,46.08695652,21/08/2020
27,The Arts Centre,11,6,7,32,36,49,92,88,137,116,161,176,196,176,149,147,159,152,137,106,27,26,44,21,2251,93.79166667,21/08/2020
28,St Kilda Rd-Alexandra Gardens,,,,,,2,19,56,63,69,83,82,88,99,75,76,86,68,49,35,2,2,3,,957,53.16666667,21/08/2020
29,Lonsdale St (South),6,2,,,3,5,26,38,33,21,57,96,128,117,86,129,119,114,106,71,35,23,17,10,1242,56.45454545,21/08/2020
30,Lygon St (West),23,15,3,2,6,19,29,37,38,107,86,90,119,127,154,116,111,141,110,59,43,71,46,30,1582,65.91666667,21/08/2020
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
32,Flinders St-Spring St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
33,Flinders St-Spark La,,1,1,,,5,10,24,37,23,30,49,55,25,48,51,37,26,9,15,1,5,1,,453,22.65,21/08/2020
34,Southbank,,3,,8,3,16,97,196,310,224,281,329,386,411,303,354,322,276,160,108,8,14,8,6,3823,173.7727273,21/08/2020
35,Queen St (West),,,1,7,1,11,32,28,55,50,64,55,92,72,58,74,56,54,39,25,14,8,10,2,808,36.72727273,21/08/2020
36,Lygon St (East),,4,,,8,7,8,18,39,55,61,52,80,109,95,82,65,63,28,13,16,4,4,3,814,38.76190476,21/08/2020
37,Alfred Place,,,,,1,4,5,10,26,31,21,22,35,15,27,18,22,13,5,10,8,1,,,274,15.22222222,21/08/2020
38,Lonsdale St-Spring St (West),2,,,,,8,16,44,55,87,82,65,79,92,70,62,70,108,52,23,7,13,14,,949,49.94736842,21/08/2020
39,Grattan St-Swanston St (West),3,,,1,9,4,16,31,30,42,56,101,103,45,52,68,51,53,35,33,5,6,2,1,747,33.95454545,21/08/2020
40,Monash Rd-Swanston St (West),2,,,,,4,6,29,35,24,40,45,42,26,30,31,35,35,32,15,2,2,,1,436,22.94736842,21/08/2020
41,Tin Alley-Swanston St (West),1,,1,,,3,2,16,11,23,22,28,23,15,18,23,17,22,16,6,,,,2,249,13.83333333,21/08/2020
42,Little Collins St-Swanston St (East),4,2,,3,8,13,29,41,60,76,90,99,160,189,173,167,157,91,57,64,13,9,17,20,1542,67.04347826,21/08/2020
43,Flinders La-Swanston St (West),21,19,7,6,12,68,155,195,298,254,294,304,392,411,361,407,416,356,219,106,77,71,56,22,4527,188.625,21/08/2020
44,Pelham St (South),3,,,,1,3,5,15,22,20,34,27,39,31,35,36,35,30,26,18,4,1,5,1,391,18.61904762,21/08/2020
45,Melbourne Central-Elizabeth St (East),24,10,14,16,41,38,76,109,155,232,260,293,374,416,504,533,499,303,214,190,113,66,30,33,4543,189.2916667,21/08/2020
46,QVM-Queen St (East),1,1,1,3,4,13,24,62,78,110,107,177,161,198,123,166,77,60,74,45,21,19,6,9,1540,64.16666667,21/08/2020
47,QVM-Therry St (South),75,77,49,68,33,43,67,61,83,115,125,127,201,202,129,145,100,102,122,135,138,122,118,56,2493,103.875,21/08/2020
48,Faraday St-Lygon St (West),,,1,,5,6,12,31,76,81,135,112,162,155,125,119,84,85,62,49,10,13,4,1,1328,63.23809524,21/08/2020
49,QVM-Franklin St (North),3,2,2,2,5,11,63,83,69,153,55,105,125,139,120,167,111,113,42,55,19,10,11,5,1470,61.25,21/08/2020
50,Elizabeth St-Lonsdale St (South),1,,2,,1,4,15,22,31,27,38,81,75,92,99,85,73,69,72,49,19,20,6,5,886,40.27272727,21/08/2020
51,Lincoln-Swanston (W),,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
53,Lonsdale St - Elizabeth St (North),1,3,1,1,1,7,23,41,31,56,71,88,117,83,111,101,95,102,90,52,20,18,13,10,1136,47.33333333,21/08/2020
54,Bourke St Bridge,,2,3,,,14,25,41,42,42,39,66,65,87,66,78,54,67,39,26,8,3,4,5,776,36.95238095,21/08/2020
55,Bourke St - Spencer St (North),10,13,8,3,7,27,61,94,117,121,107,118,171,143,157,159,169,162,107,88,40,47,32,17,1978,82.41666667,21/08/2020
56,RMIT Bld 80 - 445 Swanston Street,,,,,,,,7,20,24,33,38,43,46,49,41,51,20,,,,,,,372,33.81818182,21/08/2020
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
58,RMIT Building 14,4,4,3,3,5,12,31,25,54,52,85,100,132,142,141,219,175,130,103,54,15,4,11,6,1510,62.91666667,21/08/2020
59,380 Elizabeth St,49,21,11,14,24,61,145,154,218,219,304,420,483,516,583,647,647,550,422,333,79,46,69,33,6048,252,21/08/2020
60,La Trobe St (North),4,2,3,3,8,11,35,16,27,30,51,24,37,97,46,35,46,50,72,54,47,25,14,18,755,31.45833333,21/08/2020
61,231 Bourke St,1,1,5,,1,6,11,38,49,70,77,81,139,140,132,130,128,105,66,51,20,9,17,5,1282,55.73913043,21/08/2020
62,Royal Pde - Grattan St,9,2,1,3,2,6,45,111,98,81,87,72,121,108,90,92,95,94,47,42,15,10,5,5,1241,51.70833333,21/08/2020
63,Swanston St - City Square,1,1,1,1,2,13,25,37,54,48,55,61,98,118,76,109,80,69,52,38,12,11,6,12,980,40.83333333,21/08/2020
64,State Library - New,4,1,1,2,4,10,18,45,56,70,115,184,232,221,234,332,310,274,141,100,34,23,14,8,2433,101.375,21/08/2020
65,Flinders Ln - Degraves St (South),,,,,,,14,50,94,109,109,97,150,161,124,139,103,78,30,29,10,8,,,1305,81.5625,21/08/2020
66,Flinders Ln - Degraves St (North),,,,,,,5,25,56,79,65,63,74,74,80,60,48,25,0,0,0,1,,,655,40.9375,21/08/2020
67,Flinders Ln - Degraves St (Crossing),,,,,,,1,36,38,62,54,44,57,78,33,36,23,17,0,0,0,0,,,479,29.9375,21/08/2020
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,21/08/2020
0,Bourke Street Mall (North),3,7,3,7,4,2,10,12,55,55,92,110,117,159,137,88,59,134,112,60,9,24,12,11,1282,53.41666667,22/08/2020
1,Bourke Street Mall (South),2,1,8,1,3,3,9,9,33,56,72,97,113,134,104,78,90,84,72,26,13,18,3,2,1031,42.95833333,22/08/2020
2,Melbourne Central,19,41,9,6,5,28,28,31,57,77,112,185,182,247,124,118,145,217,152,129,54,60,41,19,2086,86.91666667,22/08/2020
3,Town Hall (West),2,3,5,5,8,22,20,47,79,109,123,182,154,231,165,118,106,196,103,73,22,22,12,12,1819,75.79166667,22/08/2020
4,Princes Bridge,15,6,10,19,22,22,43,50,75,100,101,138,130,160,83,43,98,191,93,71,32,42,27,13,1584,66,22/08/2020
5,Flinders Street Station Underpass,16,1,4,1,3,21,56,58,89,161,134,126,138,164,145,107,127,205,131,103,30,79,26,10,1935,80.625,22/08/2020
6,Birrarung Marr,6,,1,9,4,3,22,40,81,96,53,89,54,61,33,18,45,89,29,10,7,2,12,18,782,34,22/08/2020
7,Webb Bridge,1,,2,,,6,7,40,76,66,66,105,89,75,34,22,46,123,50,28,6,4,,3,849,42.45,22/08/2020
8,Southern Cross Station,1,2,,1,1,5,10,12,10,10,27,12,28,17,19,12,29,36,18,13,3,5,4,2,277,12.04347826,22/08/2020
9,Victoria Point,2,,1,2,,4,6,11,15,16,28,30,45,31,13,10,11,39,35,27,9,16,9,,360,17.14285714,22/08/2020
10,Waterfront City,,1,,,,2,1,4,13,9,7,13,16,12,4,7,8,31,6,22,2,,1,1,160,8.421052632,22/08/2020
11,New Quay,,2,2,,1,2,12,40,58,51,54,79,78,79,17,12,44,125,42,83,11,13,13,5,823,37.40909091,22/08/2020
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
13,Sandridge Bridge,3,,3,,5,16,27,28,35,51,46,63,57,70,39,32,43,69,42,26,9,10,8,3,685,31.13636364,22/08/2020
14,State Library,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
15,Collins St (North),,3,,,9,6,11,16,38,52,67,86,72,104,78,46,49,43,44,21,7,7,1,12,772,36.76190476,22/08/2020
16,Collins Place (South),,1,,,3,8,29,48,61,92,57,52,60,83,40,21,44,67,27,17,8,2,4,3,727,34.61904762,22/08/2020
17,Collins Place (North),,,,,,,5,1,9,9,15,10,20,16,8,4,7,11,5,5,1,,2,,128,8,22/08/2020
18,Chinatown-Swanston St (North),20,5,5,7,3,2,11,10,11,23,69,83,102,120,103,106,88,90,93,87,47,18,14,14,1131,47.125,22/08/2020
19,Chinatown-Lt Bourke St (South),11,1,,2,,,4,6,15,20,31,40,30,59,49,35,43,54,28,42,15,14,5,1,505,24.04761905,22/08/2020
20,Bourke St-Russell St (West),2,2,4,5,7,14,12,13,19,36,72,97,103,110,90,69,84,104,82,29,5,14,11,17,1001,41.70833333,22/08/2020
21,Flinders St-Elizabeth St (East),40,29,28,14,23,33,59,108,185,202,318,420,476,487,503,448,482,549,436,294,105,78,98,53,5468,227.8333333,22/08/2020
22,Spencer St-Collins St (South),4,9,3,2,29,9,12,16,29,38,28,37,52,50,24,20,22,40,34,30,21,20,12,5,546,22.75,22/08/2020
23,Spencer St-Collins St (North),29,8,11,3,2,36,58,79,84,101,123,143,177,151,180,149,158,142,183,106,64,42,48,19,2096,87.33333333,22/08/2020
24,Melbourne Convention Exhibition Centre,2,5,8,1,13,7,48,83,122,110,85,120,112,112,86,59,94,204,74,50,23,15,20,7,1460,60.83333333,22/08/2020
25,QV Market-Elizabeth St (West),21,20,19,19,20,42,55,105,146,231,302,407,393,440,296,144,111,137,99,98,34,44,24,25,3232,134.6666667,22/08/2020
26,QV Market-Peel St,1,3,4,1,1,6,15,19,72,127,110,133,136,130,120,48,54,56,22,25,18,11,5,,1117,48.56521739,22/08/2020
27,The Arts Centre,23,7,16,30,20,23,38,45,63,138,119,123,98,116,66,30,58,113,65,41,14,21,10,8,1285,53.54166667,22/08/2020
28,St Kilda Rd-Alexandra Gardens,,,,3,1,3,6,24,52,53,33,49,29,33,23,8,26,38,22,6,1,1,,2,413,20.65,22/08/2020
29,Lonsdale St (South),7,9,,2,1,11,32,15,15,26,52,79,80,78,70,87,57,68,85,61,10,13,17,23,898,39.04347826,22/08/2020
30,Lygon St (West),40,32,2,1,13,15,17,40,23,59,47,81,69,90,43,37,52,67,67,42,24,15,20,31,927,38.625,22/08/2020
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
32,Flinders St-Spring St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
33,Flinders St-Spark La,3,,,,,6,12,4,19,28,13,19,17,23,7,7,10,28,11,8,,1,,1,217,12.05555556,22/08/2020
34,Southbank,16,,1,3,,2,22,72,159,145,84,133,97,129,44,37,85,217,58,36,7,8,8,,1363,64.9047619,22/08/2020
35,Queen St (West),1,,,,,6,4,5,14,24,23,22,26,26,37,20,18,27,22,15,3,1,5,12,311,15.55,22/08/2020
36,Lygon St (East),,6,,,8,12,5,5,35,45,43,57,76,84,40,26,24,53,36,20,4,4,3,3,589,28.04761905,22/08/2020
37,Alfred Place,,,1,,,3,4,7,10,2,3,6,8,16,8,4,5,8,2,4,1,,,2,94,5.222222222,22/08/2020
38,Lonsdale St-Spring St (West),1,,1,,,2,18,46,32,72,54,37,53,69,58,40,36,57,26,14,5,8,10,8,647,30.80952381,22/08/2020
39,Grattan St-Swanston St (West),1,,,,,7,4,9,14,10,22,25,14,19,9,7,18,22,23,13,5,2,1,,225,11.84210526,22/08/2020
40,Monash Rd-Swanston St (West),,2,,,,,1,4,8,11,25,30,21,27,13,7,13,26,8,11,3,4,2,,216,12,22/08/2020
41,Tin Alley-Swanston St (West),,,,,,,,2,5,5,16,20,6,24,11,3,10,17,6,7,2,1,1,,136,8.5,22/08/2020
42,Little Collins St-Swanston St (East),5,4,3,2,3,1,22,16,23,48,77,68,80,103,78,47,58,92,47,31,10,14,16,6,854,35.58333333,22/08/2020
43,Flinders La-Swanston St (West),14,3,13,10,17,50,59,77,120,151,159,163,134,239,176,123,178,213,122,72,54,48,37,18,2250,93.75,22/08/2020
44,Pelham St (South),,,,,,1,3,8,20,6,20,18,26,14,14,12,15,27,28,17,10,4,1,,244,13.55555556,22/08/2020
45,Melbourne Central-Elizabeth St (East),18,18,9,32,14,20,39,46,78,131,206,230,217,260,191,165,226,224,135,147,85,47,34,50,2622,109.25,22/08/2020
46,QVM-Queen St (East),3,1,2,9,5,11,27,48,56,129,148,172,198,171,137,69,68,72,42,29,19,20,5,8,1449,60.375,22/08/2020
47,QVM-Therry St (South),94,81,70,57,43,64,30,47,59,80,109,155,154,167,143,77,56,52,68,78,80,84,70,62,1980,82.5,22/08/2020
48,Faraday St-Lygon St (West),2,,,1,5,4,2,19,32,80,93,156,121,99,71,79,66,71,30,32,8,3,5,3,982,44.63636364,22/08/2020
49,QVM-Franklin St (North),6,2,12,5,6,7,9,19,31,37,68,86,85,83,64,44,48,76,31,33,8,15,9,4,788,32.83333333,22/08/2020
50,Elizabeth St-Lonsdale St (South),4,5,2,3,5,4,8,9,13,14,36,62,54,67,36,37,41,46,29,22,14,11,6,3,531,22.125,22/08/2020
51,Lincoln-Swanston (W),,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
53,Lonsdale St - Elizabeth St (North),2,9,,1,1,3,6,13,21,28,49,57,70,68,72,67,52,77,61,48,21,21,16,2,765,33.26086957,22/08/2020
54,Bourke St Bridge,1,1,1,1,2,5,10,10,17,28,20,32,39,47,27,10,26,55,28,25,6,11,3,1,406,16.91666667,22/08/2020
55,Bourke St - Spencer St (North),8,4,10,3,5,13,20,46,57,52,69,66,117,75,84,47,65,106,56,50,27,22,21,8,1031,42.95833333,22/08/2020
56,RMIT Bld 80 - 445 Swanston Street,,,,,,,,6,8,3,17,22,17,30,12,,13,17,,,,,,,145,14.5,22/08/2020
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
58,RMIT Building 14,4,4,,,1,8,5,14,33,51,88,84,95,116,60,60,85,93,74,38,13,8,9,,943,44.9047619,22/08/2020
59,380 Elizabeth St,29,18,20,16,7,38,60,67,114,172,246,340,388,414,345,297,330,427,304,268,84,41,46,22,4093,170.5416667,22/08/2020
60,La Trobe St (North),5,10,2,4,9,16,38,12,6,24,23,29,33,52,40,16,20,40,32,42,32,14,19,8,526,21.91666667,22/08/2020
61,231 Bourke St,2,3,1,,1,2,16,15,23,28,53,62,59,72,42,44,48,62,36,26,11,14,14,5,639,27.7826087,22/08/2020
62,Royal Pde - Grattan St,7,3,,1,2,,9,18,28,21,34,31,27,40,22,11,21,32,16,19,8,7,8,,365,17.38095238,22/08/2020
63,Swanston St - City Square,5,2,2,1,,3,9,16,11,14,34,40,39,58,31,13,41,45,11,28,7,9,11,7,437,19,22/08/2020
64,State Library - New,4,6,1,5,1,6,15,19,25,72,100,143,166,184,154,126,139,194,113,69,27,27,19,8,1623,67.625,22/08/2020
65,Flinders Ln - Degraves St (South),,,,,,,3,14,20,30,43,58,62,57,43,18,49,71,13,15,15,2,,,513,32.0625,22/08/2020
66,Flinders Ln - Degraves St (North),,,,,,,0,8,24,32,42,30,30,38,25,5,18,22,0,0,0,0,,,274,17.125,22/08/2020
67,Flinders Ln - Degraves St (Crossing),,,,,,,1,10,18,22,20,12,33,15,16,7,13,13,1,0,0,0,,,181,11.3125,22/08/2020
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,0,,22/08/2020
0,Bourke Street Mall (North),3,21,1,,,3,8,12,37,39,68,106,108,167,236,184,194,183,98,46,23,35,11,5,1588,72.18181818,23/08/2020
1,Bourke Street Mall (South),6,2,7,2,4,3,6,17,24,42,44,112,117,126,170,168,139,107,57,31,12,16,9,5,1226,51.08333333,23/08/2020
2,Melbourne Central,15,18,10,13,8,13,24,24,37,47,77,140,224,273,341,310,329,280,221,174,59,55,43,16,2751,114.625,23/08/2020
3,Town Hall (West),3,8,7,10,7,16,43,29,48,58,109,152,199,244,305,295,223,220,111,75,17,18,23,9,2229,92.875,23/08/2020
4,Princes Bridge,11,15,12,16,13,26,43,33,34,60,74,109,145,211,278,307,273,238,165,75,32,35,31,20,2256,94,23/08/2020
5,Flinders Street Station Underpass,5,1,1,2,5,24,28,31,95,82,135,156,192,236,325,277,253,217,174,157,129,235,21,7,2788,116.1666667,23/08/2020
6,Birrarung Marr,,5,,6,7,4,4,9,26,27,34,70,96,193,246,301,298,185,81,50,1,8,4,1,1656,75.27272727,23/08/2020
7,Webb Bridge,2,1,1,,1,3,4,10,20,37,55,113,98,224,242,282,237,183,132,70,6,1,,1,1723,78.31818182,23/08/2020
8,Southern Cross Station,1,,1,,1,2,7,5,9,12,11,21,30,35,42,40,68,41,37,19,4,2,7,7,402,18.27272727,23/08/2020
9,Victoria Point,1,3,,,1,3,4,5,8,20,34,35,36,55,46,40,31,38,35,34,9,11,4,2,455,20.68181818,23/08/2020
10,Waterfront City,,,1,1,,,1,,4,11,7,10,21,40,56,72,82,86,78,51,,2,1,,524,30.82352941,23/08/2020
11,New Quay,5,2,2,1,,2,,8,12,33,32,66,115,189,262,280,328,308,306,184,10,5,6,2,2158,98.09090909,23/08/2020
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,0,,23/08/2020
13,Sandridge Bridge,1,,3,19,1,15,20,20,23,24,43,48,61,113,168,148,173,105,69,40,12,4,15,5,1130,49.13043478,23/08/2020
14,State Library,,,,,,,,,,,,,,,,,,,,,,,,,0,,23/08/2020
15,Collins St (North),3,3,2,3,12,2,4,9,13,14,44,48,83,81,89,118,80,79,47,26,6,2,10,3,781,32.54166667,23/08/2020
16,Collins Place (South),1,5,2,2,1,6,11,20,33,32,63,58,62,74,99,125,84,78,56,13,16,6,3,5,855,35.625,23/08/2020
17,Collins Place (North),1,,,4,,,1,2,1,4,6,3,10,11,22,16,13,14,7,5,1,,2,,123,6.833333333,23/08/2020
18,Chinatown-Swanston St (North),19,13,6,,6,9,6,8,5,18,33,60,97,125,142,124,138,111,122,87,50,38,16,13,1246,54.17391304,23/08/2020
19,Chinatown-Lt Bourke St (South),1,2,,1,2,2,2,7,10,11,16,46,46,57,65,47,60,50,46,31,12,14,7,12,547,23.7826087,23/08/2020
20,Bourke St-Russell St (West),10,7,2,2,1,11,6,13,19,18,49,73,91,165,197,175,213,160,163,74,20,10,20,16,1515,63.125,23/08/2020
21,Flinders St-Elizabeth St (East),52,52,32,9,26,50,82,127,163,171,265,296,404,633,715,727,684,690,647,373,114,128,101,40,6581,274.2083333,23/08/2020
22,Spencer St-Collins St (South),1,7,2,,1,9,3,11,12,6,19,21,34,48,55,57,42,53,46,35,10,13,10,2,497,21.60869565,23/08/2020
23,Spencer St-Collins St (North),14,4,52,3,10,21,47,93,69,75,75,131,144,169,150,189,179,197,143,102,55,36,43,17,2018,84.08333333,23/08/2020
24,Melbourne Convention Exhibition Centre,7,7,4,6,7,6,26,20,32,86,84,159,204,345,436,481,440,339,233,98,19,7,16,4,3066,127.75,23/08/2020
25,QV Market-Elizabeth St (West),20,12,6,6,10,31,21,61,87,136,214,393,438,548,571,518,274,156,194,145,34,41,17,16,3949,164.5416667,23/08/2020
26,QV Market-Peel St,5,5,2,,2,1,19,18,26,72,94,127,135,191,154,150,86,73,74,40,5,6,4,4,1293,56.2173913,23/08/2020
27,The Arts Centre,12,20,8,21,11,28,40,31,32,27,74,85,113,155,207,218,198,166,104,40,26,20,17,11,1664,69.33333333,23/08/2020
28,St Kilda Rd-Alexandra Gardens,,1,1,,1,2,5,2,9,12,19,46,50,123,131,162,170,109,66,20,,4,,,933,49.10526316,23/08/2020
29,Lonsdale St (South),3,5,5,,3,8,14,19,25,40,46,54,66,117,111,123,101,86,77,56,22,11,10,10,1012,44,23/08/2020
30,Lygon St (West),15,13,,,13,3,1,18,10,31,43,54,100,100,103,118,98,106,102,54,46,51,19,14,1112,50.54545455,23/08/2020
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,0,,23/08/2020
32,Flinders St-Spring St (West),,,,,,,,,,,,,,,,,,,,,,,,,0,,23/08/2020
33,Flinders St-Spark La,,,,,1,3,5,2,4,12,11,17,37,55,57,60,54,49,20,8,1,,,,396,23.29411765,23/08/2020
34,Southbank,2,4,5,,,7,10,21,19,42,58,127,172,338,436,433,358,318,197,76,9,5,6,2,2645,120.2272727,23/08/2020
35,Queen St (West),1,,,,,7,3,13,2,9,15,34,31,35,40,38,36,46,16,10,8,2,4,4,354,17.7,23/08/2020
36,Lygon St (East),1,,,1,5,2,5,10,7,30,29,46,66,66,70,85,64,46,60,27,8,9,,,637,31.85,23/08/2020
37,Alfred Place,,2,2,,1,1,3,2,4,4,7,1,9,3,10,5,2,1,3,2,,,,3,65,3.421052632,23/08/2020
38,Lonsdale St-Spring St (West),3,,,,,4,3,27,37,33,21,40,48,85,80,111,71,60,42,23,9,5,20,1,723,36.15,23/08/2020
39,Grattan St-Swanston St (West),1,,,,,,3,3,5,9,14,19,32,40,56,55,62,47,51,22,3,2,,2,426,23.66666667,23/08/2020
40,Monash Rd-Swanston St (West),3,,1,,,,,1,2,11,15,17,23,28,50,36,61,56,49,15,4,1,,2,375,20.83333333,23/08/2020
41,Tin Alley-Swanston St (West),1,,,,,,1,,3,6,6,13,18,21,36,27,43,25,46,10,3,1,,,260,16.25,23/08/2020
42,Little Collins St-Swanston St (East),7,1,,1,7,2,14,8,25,25,39,47,97,111,131,145,148,136,85,45,12,6,12,3,1107,48.13043478,23/08/2020
43,Flinders La-Swanston St (West),11,8,12,5,21,31,93,59,48,58,105,145,180,316,369,369,296,272,179,92,36,33,40,12,2790,116.25,23/08/2020
44,Pelham St (South),,1,,,,,3,5,2,2,7,19,29,37,34,23,29,28,20,20,7,3,6,2,277,14.57894737,23/08/2020
45,Melbourne Central-Elizabeth St (East),40,18,34,15,18,51,62,61,58,90,128,194,211,353,371,391,351,298,263,196,95,70,41,20,3429,142.875,23/08/2020
